id,latitude,longitude,X1,ID,airportID,airport,Label,country,IATA,ICAO,latitude.y,longitude.y,altitude,timezone,DST,TZ,type,source
ALR,-45.2117,169.3733,153,ALR,2019,Alexandra Airport,Alexandra,New Zealand,ALR,NZLX,-45.211700439453125,169.3730010986328,752,12,Z,Pacific/Auckland,airport,OurAirports
ALS,37.4349,-105.8666,154,ALS,7073,San Luis Valley Regional Bergman Field,Alamosa,United States,ALS,KALS,37.434898,-105.866997,7539,-7,A,America/Denver,airport,OurAirports
ALW,46.0946,-118.2879,155,ALW,5719,Walla Walla Regional Airport,Walla Walla,United States,ALW,KALW,46.09489822,-118.288002,1194,-8,A,America/Los_Angeles,airport,OurAirports
ALY,31.1817,29.9464,156,ALY,1126,El Nouzha Airport,Alexandria,Egypt,ALY,HEAX,31.183900833129883,29.94890022277832,-6,2,U,Africa/Cairo,airport,OurAirports
ALZ,56.8958,-154.2458,157,ALZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMA,35.2194,-101.7059,158,AMA,3840,Rick Husband Amarillo International Airport,Amarillo,United States,AMA,KAMA,35.219398,-101.706001,3607,-6,A,America/Chicago,airport,OurAirports
AMD,23.0712,72.6264,159,AMD,2994,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,AMD,VAAH,23.0771999359,72.63469696039999,189,5.5,N,Asia/Calcutta,airport,OurAirports
AMH,6.0394,37.5905,160,AMH,1109,Arba Minch Airport,Arba Minch,Ethiopia,AMH,HAAM,6.0393900871276855,37.59049987792969,3901,3,U,Africa/Addis_Ababa,airport,OurAirports
AMI,-8.562,116.0994,161,AMI,3923,Selaparang Airport,Mataram,Indonesia,AMI,WADA,-8.560709953309999,116.095001221,52,8,N,Asia/Makassar,airport,OurAirports
AMJ,-16.1833,-40.6667,162,AMJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMM,31.7226,35.9932,163,AMM,2170,Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.7226009369,35.9931983948,2395,2,E,Asia/Amman,airport,OurAirports
AMQ,-3.707,128.0897,164,AMQ,3256,"Pattimura Airport, Ambon",Ambon,Indonesia,AMQ,WAPP,-3.7102599144,128.089004517,33,9,N,Asia/Jayapura,airport,OurAirports
AMS,52.3081,4.7642,165,AMS,580,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11,1,E,Europe/Amsterdam,airport,OurAirports
AMV,69.7633,61.5633,166,AMV,6112,Amderma Airport,Amderma,Russia,AMV,ULDD,69.76329803466797,61.556400299072266,13,3,N,Europe/Moscow,airport,OurAirports
AMY,-17.683,45.6170,167,AMY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMZ,-37.0297,174.9733,168,AMZ,2008,Ardmore Airport,Ardmore,New Zealand,AMZ,NZAR,-37.029701232910156,174.97300720214844,111,12,Z,Pacific/Auckland,airport,OurAirports
ANB,33.5881,-85.8581,169,ANB,3485,Anniston Regional Airport,Anniston,United States,ANB,KANB,33.5882,-85.8581,612,-6,A,America/Chicago,airport,OurAirports
ANC,61.1744,-149.9964,170,ANC,3774,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,PANC,61.174400329589844,-149.99600219726562,152,-9,A,America/Anchorage,airport,OurAirports
AND,34.495,-82.7097,171,AND,3466,Anderson Regional Airport,Andersen,United States,AND,KAND,34.4945983887,-82.70939636230001,782,-5,A,America/New_York,airport,OurAirports
ANE,47.5603,-0.3122,172,ANE,5783,Angers-Loire Airport,Angers/Marcé,France,ANE,LFJR,47.560299,-0.312222,194,1,E,Europe/Paris,airport,OurAirports
ANF,-23.4444,-70.4450,173,ANF,2651,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,ANF,SCFA,-23.444501,-70.445099,455,-4,S,America/Santiago,airport,OurAirports
ANG,45.7294,0.2192,174,ANG,1277,Angoulême-Brie-Champniers Airport,Angouleme,France,ANG,LFBU,45.72919845581055,0.22145600616931915,436,1,E,Europe/Paris,airport,OurAirports
ANI,61.5816,-159.5430,175,ANI,5967,Aniak Airport,Aniak,United States,ANI,PANI,61.581600189208984,-159.54299926757812,88,-9,A,America/Anchorage,airport,OurAirports
ANJ,46.4792,-84.3684,176,ANJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANK,39.9575,32.6744,177,ANK,1683,Etimesgut Air Base,Ankara,Turkey,ANK,LTAD,39.949798584,32.6885986328,2653,3,E,Europe/Istanbul,airport,OurAirports
ANM,-14.9994,50.3202,178,ANM,927,Antsirabato Airport,Antalaha,Madagascar,ANM,FMNH,-14.99940013885498,50.3202018737793,20,3,U,Indian/Antananarivo,airport,OurAirports
ANN,55.0425,-131.5722,179,ANN,3477,Annette Island Airport,Annette Island,United States,ANN,PANT,55.04240036010742,-131.57200622558594,119,-9,A,America/Anchorage,airport,OurAirports
ANO,-16.1833,39.9333,180,ANO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANR,51.1894,4.4603,181,ANR,299,Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,51.1893997192,4.46027994156,39,1,E,Europe/Brussels,airport,OurAirports
ANS,-13.7042,-73.3481,182,ANS,2787,Andahuaylas Airport,Andahuaylas,Peru,ANS,SPHY,-13.706399917602539,-73.35040283203125,11300,-5,U,America/Lima,airport,OurAirports
ANU,17.1367,-61.7928,183,ANU,2874,V.C. Bird International Airport,Antigua,Antigua and Barbuda,ANU,TAPA,17.1367,-61.792702,62,-4,U,America/Antigua,airport,OurAirports
ANV,62.6467,-160.1907,184,ANV,6713,Anvik Airport,Anvik,United States,ANV,PANV,62.646702,-160.190994,291,-9,A,America/Anchorage,airport,OurAirports
ANW,42.58,-99.9933,185,ANW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX,69.2925,16.1442,186,ANX,631,Andøya Airport,Andoya,Norway,ANX,ENAN,69.292503356934,16.144199371338,43,1,E,Europe/Oslo,airport,OurAirports
AOC,50.9818,12.5064,187,AOC,318,Altenburg-Nobitz Airport,Altenburg,Germany,AOC,EDAC,50.981945,12.506389,640,1,E,Europe/Berlin,airport,OurAirports
AOE,39.8117,30.5286,188,AOE,6780,Anadolu Airport,Eskissehir,Turkey,AOE,LTBY,39.809898,30.5194,2588,3,E,Europe/Istanbul,airport,OurAirports
AOG,41.1053,122.8539,189,AOG,9844,Anshan Air Base,Anshan,China,AOG,ZYAS,41.105301,122.853996,0,8,N,Asia/Shanghai,airport,OurAirports
AOI,43.6167,13.3603,190,AOI,4309,Ancona Falconara Airport,Ancona,Italy,AOI,LIPY,43.616299,13.3623,49,1,E,Europe/Rome,airport,OurAirports
AOJ,40.7347,140.6908,191,AOJ,2340,Aomori Airport,Aomori,Japan,AOJ,RJSA,40.73469924926758,140.6909942626953,664,9,U,Asia/Tokyo,airport,OurAirports
AOK,35.4167,27.1500,192,AOK,1459,Karpathos Airport,Karpathos,Greece,AOK,LGKP,35.4213981628418,27.145999908447266,66,2,E,Europe/Athens,airport,OurAirports
AOL,-29.6881,-57.1522,193,AOL,2472,Paso De Los Libres Airport,Paso De Los Libres,Argentina,AOL,SARL,-29.6894,-57.1521,230,-3,N,America/Cordoba,airport,OurAirports
AOO,40.2964,-78.3200,194,AOO,3694,Altoona Blair County Airport,Altoona,United States,AOO,KAOO,40.29639816,-78.31999969,1503,-5,A,America/New_York,airport,OurAirports
AOQ,72.8869,-55.5961,195,AOQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AOR,6.1944,100.4008,196,AOR,3296,Sultan Abdul Halim Airport,Alor Setar,Malaysia,AOR,WMKA,6.189670085906982,100.39800262451172,15,8,N,Asia/Kuala_Lumpur,airport,OurAirports
AOS,57.4667,-153.8333,197,AOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AOT,45.7386,7.3681,198,AOT,5791,Aosta Airport,Aosta,Italy,AOT,LIMW,45.738499,7.36872,1791,1,E,Europe/Rome,airport,OurAirports
AOU,14.8,106.8167,199,AOU,11291,Attopeu Airport,Attopeu,Laos,AOU,VLAP,14.814715357,106.821699142,344,7,N,\N,airport,OurAirports
AOX,46.0525,63.2492,200,AOX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APA,39.5701,-104.8493,201,APA,4222,Centennial Airport,Denver,United States,APA,KAPA,39.57009888,-104.848999,5885,-7,A,America/Denver,airport,OurAirports
APC,38.2131,-122.2806,202,APC,7658,Napa County Airport,Napa,United States,APC,KAPC,38.2132,-122.280998,35,-8,A,America/Los_Angeles,airport,OurAirports
APF,26.1526,-81.7753,203,APF,4012,Naples Municipal Airport,Naples,United States,APF,KAPF,26.1525993347,-81.7752990723,8,-5,A,America/New_York,airport,OurAirports
APG,39.4662,-76.1688,204,APG,3772,Phillips Army Air Field,Aberdeen,United States,APG,KAPG,39.466202,-76.1688,57,-5,A,America/New_York,airport,OurAirports
API,4.0761,-73.5627,205,API,11938,Gomez Nino Apiay Air Base,Apiay,Colombia,API,SKAP,4.07607,-73.5627,1207,NA,\N,\N,airport,OurAirports
APK,-15.5736,-146.4153,206,APK,5888,Apataki Airport,Apataki,French Polynesia,APK,NTGD,-15.5736,-146.414993,8,-10,U,Pacific/Tahiti,airport,OurAirports
APL,-15.1,39.2833,207,APL,984,Nampula Airport,Nampula,Mozambique,APL,FQNP,-15.105600357055664,39.28179931640625,1444,2,U,Africa/Maputo,airport,OurAirports
APN,45.0781,-83.5603,208,APN,5720,Alpena County Regional Airport,Alpena,United States,APN,KAPN,45.0780983,-83.56030273,690,-5,A,America/New_York,airport,OurAirports
APO,7.033,-77.2000,209,APO,2726,Antonio Roldan Betancourt Airport,Carepa,Colombia,APO,SKLC,7.81196,-76.7164,46,-5,U,America/Bogota,airport,OurAirports
APS,-16.3619,-48.9275,210,APS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APU,-23.6117,-51.3844,211,APU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APV,34.5753,-117.1862,212,APV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APW,-13.8297,-171.9972,213,APW,1969,Faleolo International Airport,Faleolo,Samoa,APW,NSFA,-13.829999923706055,-172.00799560546875,58,13,U,Pacific/Apia,airport,OurAirports
APX,-23.3625,-51.4792,214,APX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AQA,-21.8039,-48.1397,215,AQA,2521,Araraquara Airport,Araracuara,Brazil,AQA,SBAQ,-21.812000274699997,-48.1329994202,2334,-3,S,America/Sao_Paulo,airport,OurAirports
AQG,30.5822,117.0503,216,AQG,6427,Anqing Tianzhushan Airport,Anqing,China,AQG,ZSAQ,30.582199,117.050003,0,8,N,Asia/Shanghai,airport,OurAirports
AQI,28.3352,46.1249,217,AQI,2076,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,OEPA,28.335199,46.125099,1174,3,U,Asia/Riyadh,airport,OurAirports
AQJ,29.6116,35.0181,218,AQJ,2172,Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,OJAQ,29.611600875854492,35.01810073852539,175,2,E,Asia/Amman,airport,OurAirports
AQP,-16.3403,-71.5728,219,AQP,2802,Rodríguez Ballón International Airport,Arequipa,Peru,AQP,SPQU,-16.3411006927,-71.5830993652,8405,-5,U,America/Lima,airport,OurAirports
ARA,30.0378,-91.8839,220,ARA,3471,Acadiana Regional Airport,Louisiana,United States,ARA,KARA,30.0378,-91.883904,24,-6,A,America/Chicago,airport,OurAirports
ARC,68.1147,-145.5794,221,ARC,6729,Arctic Village Airport,Arctic Village,United States,ARC,PARC,68.1147,-145.578995,2092,-9,A,America/Anchorage,airport,OurAirports
ARH,64.6,40.7183,222,ARH,4362,Talagi Airport,Arkhangelsk,Russia,ARH,ULAA,64.60030364990234,40.71670150756836,62,3,N,Europe/Moscow,airport,OurAirports
ARI,-18.3486,-70.3386,223,ARI,2641,Chacalluta Airport,Arica,Chile,ARI,SCAR,-18.348499,-70.338699,167,-4,S,America/Santiago,airport,OurAirports
ARK,-3.3678,36.6333,224,ARK,1176,Arusha Airport,Arusha,Tanzania,ARK,HTAR,-3.3677899837493896,36.63330078125,4550,3,U,Africa/Dar_es_Salaam,airport,OurAirports
ARM,-30.53,151.6175,225,ARM,4062,Armidale Airport,Armidale,Australia,ARM,YARM,-30.528099060099997,151.617004395,3556,10,O,Australia/Sydney,airport,OurAirports
ARN,59.6519,17.9186,226,ARN,737,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.651901245117,17.918600082397,137,1,E,Europe/Stockholm,airport,OurAirports
ARS,-15.8989,-52.2403,227,ARS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ART,43.9919,-76.0217,228,ART,3838,Watertown International Airport,Watertown,United States,ART,KART,43.99190139770508,-76.021697998046875,325,-5,A,America/New_York,airport,OurAirports
ARU,-21.1436,-50.4258,229,ARU,2525,Araçatuba Airport,Aracatuba,Brazil,ARU,SBAU,-21.1413002014,-50.4247016907,1361,-3,S,America/Sao_Paulo,airport,OurAirports
ARV,45.9279,-89.7309,230,ARV,7020,Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,United States,ARV,KARV,45.92789841,-89.73090363,1629,-6,A,America/Chicago,airport,OurAirports
ARW,46.1765,21.2620,231,ARW,1647,Arad International Airport,Arad,Romania,ARW,LRAR,46.17660140991211,21.261999130249023,352,2,E,Europe/Bucharest,airport,OurAirports
ARY,-37.3119,142.9906,232,ARY,12012,Ararat Airport,NA,Australia,ARY,YARA,-37.30939865112305,142.98899841308594,1008,NA,\N,\N,airport,OurAirports
ASA,13.0667,42.6333,233,ASA,3966,Assab International Airport,Assab,Eritrea,ASA,HHSB,13.071800231933594,42.64500045776367,46,3,U,Africa/Asmera,airport,OurAirports
ASB,37.9917,58.3633,234,ASB,2976,Ashgabat International Airport,Ashkhabad,Turkmenistan,ASB,UTAA,37.986801,58.361,692,5,U,Asia/Ashgabat,airport,OurAirports
ASD,24.6983,-77.7956,235,ASD,1928,Andros Town Airport,Andros Town,Bahamas,ASD,MYAF,24.697900772094727,-77.79560089111328,5,-5,U,America/Nassau,airport,OurAirports
ASE,39.2232,-106.8688,236,ASE,7001,Aspen-Pitkin Co/Sardy Field,Aspen,United States,ASE,KASE,39.22320175,-106.8690033,7820,-7,A,America/Denver,airport,OurAirports
ASF,46.2833,48.0083,237,ASF,2966,Astrakhan Airport,Astrakhan,Russia,ASF,URWA,46.2832984924,48.0063018799,-65,4,N,Europe/Samara,airport,OurAirports
ASI,-7.97,-14.3933,238,ASI,892,RAF Ascension Island,Wide Awake,Saint Helena,ASI,FHAW,-7.9696,-14.3937,278,0,N,Atlantic/St_Helena,airport,OurAirports
ASJ,28.4308,129.7126,239,ASJ,2316,Amami Airport,Amami,Japan,ASJ,RJKA,28.430599212646484,129.71299743652344,27,9,U,Asia/Tokyo,airport,OurAirports
ASK,6.9061,-5.3626,240,ASK,259,Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,ASK,DIYO,6.9031701088,-5.36558008194,699,0,N,Africa/Abidjan,airport,OurAirports
ASM,15.2842,38.9000,241,ASM,3967,Asmara International Airport,Asmara,Eritrea,ASM,HHAS,15.291899681091309,38.910701751708984,7661,3,U,Africa/Asmera,airport,OurAirports
ASO,10.0185,34.5863,242,ASO,1119,Asosa Airport,Asosa,Ethiopia,ASO,HASO,10.018500328063965,34.586299896240234,5100,3,U,Africa/Addis_Ababa,airport,OurAirports
ASP,-23.8067,133.9017,243,ASP,3319,Alice Springs Airport,Alice Springs,Australia,ASP,YBAS,-23.806699752807617,133.90199279785156,1789,9.5,N,Australia/Darwin,airport,OurAirports
ASR,38.7703,35.4953,244,ASR,1696,Kayseri Erkilet Airport,Kayseri,Turkey,ASR,LTAU,38.770401001,35.4953994751,3463,3,E,Europe/Istanbul,airport,OurAirports
AST,44.8373,-117.8075,245,AST,7085,Astoria Regional Airport,Astoria,United States,AST,KAST,46.158000946,-123.878997803,15,-8,A,America/Los_Angeles,airport,OurAirports
ASU,-25.2411,-57.5168,246,ASU,2699,Silvio Pettirossi International Airport,Asuncion,Paraguay,ASU,SGAS,-25.239999771118164,-57.52000045776367,292,-4,S,America/Asuncion,airport,OurAirports
ASV,-2.633,37.2500,247,ASV,5692,Amboseli Airport,Amboseli National Park,Kenya,ASV,HKAM,-2.645050048828125,37.25310134887695,3755,3,U,Africa/Nairobi,airport,OurAirports
ASW,23.9644,32.8200,248,ASW,1136,Aswan International Airport,Aswan,Egypt,ASW,HESN,23.9643993378,32.8199996948,662,2,U,Africa/Cairo,airport,OurAirports
ATA,-9.3436,-77.5958,249,ATA,2788,Comandante FAP German Arias Graziani Airport,Anta,Peru,ATA,SPHZ,-9.347439765930176,-77.59839630126953,9097,-5,U,America/Lima,airport,OurAirports
ATB,17.7097,34.0574,250,ATB,5700,Atbara Airport,Atbara,Sudan,ATB,HSAT,17.710344314575195,34.0570182800293,1181,3,U,Africa/Khartoum,airport,OurAirports
ATC,24.67,-75.7500,251,ATC,5857,Arthur's Town Airport,Arthur's Town,Bahamas,ATC,MYCA,24.6294,-75.673797,18,-5,U,America/Nassau,airport,OurAirports
ATD,-8.8733,161.0114,252,ATD,5404,Uru Harbour Airport,Atoifi,Solomon Islands,ATD,AGAT,-8.87333,161.011002,0,11,U,Pacific/Guadalcanal,airport,OurAirports
ATF,-1.2119,-78.5747,253,ATF,2668,Chachoán Airport,Ambato,Ecuador,ATF,SEAM,-1.2120699882507324,-78.57460021972656,8502,-5,U,America/Guayaquil,airport,OurAirports
ATH,37.9367,23.9445,254,ATH,3941,Eleftherios Venizelos International Airport,Athens,Greece,ATH,LGAV,37.9364013672,23.9444999695,308,2,E,Europe/Athens,airport,OurAirports
ATK,70.4673,-157.4357,255,ATK,6714,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States,ATK,PATQ,70.46730041503906,-157.43600463867188,96,-9,A,America/Anchorage,airport,OurAirports
ATL,33.6367,-84.4281,256,ATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026,-5,A,America/New_York,airport,OurAirports
ATM,-3.2506,-52.2517,257,ATM,2566,Altamira Airport,Altamira,Brazil,ATM,SBHT,-3.2539100646973,-52.254001617432,369,-3,S,America/Belem,airport,OurAirports
ATN,-3.667,152.4330,258,ATN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATQ,31.7044,74.8021,259,ATQ,3081,Sri Guru Ram Dass Jee International Airport,Amritsar,India,ATQ,VIAR,31.7096004486,74.7973022461,756,5.5,N,Asia/Calcutta,airport,OurAirports
ATR,20.5008,-13.0467,260,ATR,1096,Atar International Airport,Atar,Mauritania,ATR,GQPA,20.506799697875977,-13.04319953918457,734,0,N,Africa/Nouakchott,airport,OurAirports
ATT,60.8667,-162.2731,261,ATT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATW,44.2581,-88.5191,262,ATW,4047,Appleton International Airport,Appleton,United States,ATW,KATW,44.258098602299995,-88.5190963745,918,-6,A,America/Chicago,airport,OurAirports
ATY,44.914,-97.1547,263,ATY,5721,Watertown Regional Airport,Watertown,United States,ATY,KATY,44.91400146,-97.15470123,1749,-6,A,America/Chicago,airport,OurAirports
ATZ,27.0464,31.0119,264,ATZ,5691,Assiut International Airport,Asyut,Egypt,ATZ,HEAT,27.0464992523,31.0119991302,772,2,U,Africa/Cairo,airport,OurAirports
AUA,12.5014,-70.0152,265,AUA,2895,Queen Beatrix International Airport,Oranjestad,Aruba,AUA,TNCA,12.5014,-70.015198,60,-4,U,America/Aruba,airport,OurAirports
AUC,7.0689,-70.7369,266,AUC,2752,Santiago Perez Airport,Arauca,Colombia,AUC,SKUC,7.06888,-70.7369,420,-5,U,America/Bogota,airport,OurAirports
AUF,47.8464,3.4967,267,AUF,1328,Auxerre-Branches Airport,Auxerre,France,AUF,LFLA,47.85020065307617,3.497109889984131,523,1,E,Europe/Paris,airport,OurAirports
AUG,44.32,-69.7967,268,AUG,3701,Augusta State Airport,Augusta,United States,AUG,KAUG,44.320598602299995,-69.7973022461,352,-5,A,America/New_York,airport,OurAirports
AUH,24.4367,54.6508,269,AUH,2179,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.433000564575195,54.651100158691406,88,4,U,Asia/Dubai,airport,OurAirports
AUK,62.68,-164.6599,270,AUK,7199,Alakanuk Airport,Alakanuk,United States,AUK,PAUK,62.680042266799994,-164.659927368,10,-9,A,America/Anchorage,airport,OurAirports
AUL,8.1333,171.1667,271,AUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AUQ,-9.7667,-139.0167,272,AUQ,5890,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ,NTMN,-9.76879024506,-139.011001587,1481,-9.5,U,Pacific/Marquesas,airport,OurAirports
AUR,44.8975,2.4167,273,AUR,1344,Aurillac Airport,Aurillac,France,AUR,LFLW,44.89139938354492,2.4219400882720947,2096,1,E,Europe/Paris,airport,OurAirports
AUS,30.195,-97.6700,274,AUS,3673,Austin Bergstrom International Airport,Austin,United States,AUS,KAUS,30.194499969482422,-97.6698989868164,542,-6,A,America/Chicago,airport,OurAirports
AUU,-13.3539,141.7208,275,AUU,6237,Aurukun Airport,Aurukun,Australia,AUU,YAUR,-13.354067,141.72065,31,10,O,Australia/Brisbane,airport,OurAirports
AUW,44.9285,-89.6266,276,AUW,6853,Wausau Downtown Airport,Wausau,United States,AUW,KAUW,44.9262008667,-89.6266021729,1201,-6,U,America/Chicago,airport,OurAirports
AUX,-7.2281,-48.2403,277,AUX,7376,Araguaína Airport,Araguaina,Brazil,AUX,SWGN,-7.22787,-48.240501,771,-3,S,America/Fortaleza,airport,OurAirports
AUY,-20.2492,169.7714,278,AUY,5914,Aneityum Airport,Anelghowhat,Vanuatu,AUY,NVVA,-20.2492008209,169.770996094,7,11,U,Pacific/Efate,airport,OurAirports
AVA,26.2606,105.8731,279,AVA,9849,Anshun Huangguoshu Airport,Anshun,China,AVA,ZUAS,26.2605555556,105.873333333,4812,8,N,Asia/Shanghai,airport,OurAirports
AVB,45.925,12.4292,280,AVB,1535,Aviano Air Base,Aviano,Italy,AVB,LIPA,46.031898,12.596503,410,1,E,Europe/Rome,airport,OurAirports
AVI,22.0269,-78.7894,281,AVI,1900,Maximo Gomez Airport,Ciego De Avila,Cuba,AVI,MUCA,22.027099609375,-78.78959655761719,335,-5,U,America/Havana,airport,OurAirports
AVL,35.4367,-82.5417,282,AVL,4007,Asheville Regional Airport,Asheville,United States,AVL,KAVL,35.43619918823242,-82.54180145263672,2165,-5,A,America/New_York,airport,OurAirports
AVN,43.9067,4.9019,283,AVN,1361,Avignon-Caumont Airport,Avignon,France,AVN,LFMV,43.90729904174805,4.901830196380615,124,1,E,Europe/Paris,airport,OurAirports
AVP,41.3384,-75.7234,284,AVP,4286,Wilkes Barre Scranton International Airport,Scranton,United States,AVP,KAVP,41.338500976599995,-75.72339630130001,962,-5,A,America/New_York,airport,OurAirports
AVR,38.8855,-9.0281,285,AVR,1616,Alverca Air Base,Alverca,Portugal,AVR,LPAR,38.883301,-9.0301,11,0,E,Europe/Lisbon,airport,OurAirports
AVU,-9.867,160.4000,286,AVU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVV,-38.0394,144.4694,287,AVV,3332,Avalon Airport,Avalon,Australia,AVV,YMAV,-38.039398,144.468994,35,10,O,Australia/Hobart,airport,OurAirports
AWB,-8,142.7500,288,AWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AWD,-19.24,169.6050,289,AWD,5915,Aniwa Airport,Aniwa,Vanuatu,AWD,NVVB,-19.2346,169.6009,69,11,U,Pacific/Efate,airport,OurAirports
AWK,19.2819,166.6386,290,AWK,7674,Wake Island Airfield,Wake island,Wake Island,AWK,PWAK,19.282100677490234,166.63600158691406,14,-10,U,Pacific/Johnston,airport,OurAirports
AWZ,31.3375,48.7603,291,AWZ,2104,Ahwaz Airport,Ahwaz,Iran,AWZ,OIAW,31.337400436399996,48.7620010376,66,3.5,E,Asia/Tehran,airport,OurAirports
AXA,18.2047,-63.0539,292,AXA,2900,Clayton J Lloyd International Airport,The Valley,Anguilla,AXA,TQPF,18.2048,-63.055099,127,-4,U,America/Anguilla,airport,OurAirports
AXD,40.8558,25.9561,293,AXD,1446,Dimokritos Airport,Alexandroupolis,Greece,AXD,LGAL,40.855899810791016,25.956300735473633,24,2,E,Europe/Athens,airport,OurAirports
AXK,14.5333,46.8167,294,AXK,3978,Ataq Airport,Ataq,Yemen,AXK,OYAT,14.551300048828125,46.82619857788086,3735,3,U,Asia/Aden,airport,OurAirports
AXM,4.4533,-75.7658,295,AXM,2705,El Eden Airport,Armenia,Colombia,AXM,SKAR,4.45278,-75.7664,3990,-5,U,America/Bogota,airport,OurAirports
AXN,45.8663,-95.3947,296,AXN,11815,Chandler Field,Alexandria,United States,AXN,KAXN,45.8662986755,-95.39469909670001,1425,NA,\N,\N,airport,OurAirports
AXP,22.4418,-73.9709,297,AXP,1932,Spring Point Airport,Spring Point,Bahamas,AXP,MYAP,22.441799163800003,-73.97090148930002,11,-5,U,America/Nassau,airport,OurAirports
AXR,-15.2464,-146.6203,298,AXR,1984,Arutua Airport,Arutua,French Polynesia,AXR,NTGU,-15.248299598693848,-146.61700439453125,9,-10,U,Pacific/Tahiti,airport,OurAirports
AXT,39.6156,140.2185,299,AXT,2345,Akita Airport,Akita,Japan,AXT,RJSK,39.6156005859375,140.218994140625,313,9,U,Asia/Tokyo,airport,OurAirports
