"","from","to","weight"
"5765","12073256","37518996",3
"5766","12073256","25303893",3
"5767","12073267","12244038",3
"5768","12073286","49768403",10
"5769","12073286","38341222",3
"5770","12073286","47677566",3
"5771","12073286","22494290",3
"5772","12073298","47798286",5
"5773","12073298","39519373",9
"5774","12073298","43470818",3
"5775","12073298","34323552",3
"5776","12073309","46470204",37
"5777","12073309","20833584",3
"5778","12073309","48802273",3
"5779","12073309","47392986",3
"5780","12073309","24610157",12
"5781","12073309","23028630",6
"5782","12073309","38341222",3
"5783","12073309","49517461",8
"5784","12073309","45058304",3
"5785","12073309","20203023",3
"5786","12073315","25370502",3
"5787","12073315","27627378",4
"5788","12073315","22365863",6
"5789","12073315","33422138",3
"5790","12073315","40158690",7
"5791","12073315","26285368",6
"5792","12073315","47649802",4
"5793","12073315","33561006",6
"5794","12073315","19131738",4
"5795","12073325","47835102",11
"5796","12073325","49742244",5
"5797","12073325","47683254",3
"5798","12073325","21982406",3
"5799","12073325","26204332",6
"5800","12073325","21135015",6
"5801","12073328","48648591",7
"5802","12073328","12073577",9
"5803","12073328","44104893",3
"5804","12073328","32907555",3
"5805","12073328","12271281",5
"5806","12073328","37518996",7
"5807","12073328","46437975",5
"5808","12073348","31678075",17
"5809","12073348","13060559",17
"5810","12073348","47579726",7
"5811","12073348","29485364",4
"5812","12073348","47683748",6
"5813","12073348","36878050",5
"5814","12073348","41041974",4
"5815","12073348","46873379",8
"5816","12073348","46348037",11
"5817","12073378","38108999",37
"5818","12073391","38335369",13
"5819","12073391","47039951",9
"5820","12073391","12430225",10
"5821","12073391","12538881",9
"5822","12073391","13027641",4
"5823","12073391","43143572",3
"5824","12073422","49524331",7
"5825","12073422","45923174",5
"5826","12073426","48014893",3
"5827","12073429","47678354",3
"5828","12073429","24640607",8
"5829","12073429","19131738",3
"5830","12073490","40853455",40
"5831","12073490","42059990",24
"5832","12073490","43603732",27
"5833","12073490","13035971",3
"5834","12073490","13036390",5
"5835","12073490","33535164",3
"5836","12073490","45923366",3
"5837","12073490","31419217",32
"5838","12073490","14686475",18
"5839","12073490","12244038",4
"5840","12073490","14809167",5
"5841","12073517","37519301",30
"5842","12073517","49119640",22
"5843","12073517","49676948",29
"5844","12073517","37091368",25
"5845","12073517","48733978",37
"5846","12073517","49882994",5
"5847","12073517","47253655",12
"5848","12073517","49868203",20
"5849","12073517","13035755",8
"5850","12073517","18428813",6
"5851","12073517","48658773",6
"5852","12073571","42544377",3
"5853","12073577","32907555",3
"5854","12073577","44104893",4
"5855","12073577","48648591",7
"5856","12073577","12285395",3
"5857","12073579","47553913",8
"5858","12073579","38336177",4
"5859","12073579","46945521",8
"5860","12073579","13028766",7
"5861","12073633","20378417",18
"5862","12073633","12164144",10
"5863","12073633","44310346",9
"5864","12073633","46437534",6
"5865","12073633","12285127",24
"5866","12073633","46007695",19
"5867","12073633","46036173",16
"5868","12073633","48832096",5
"5869","12073633","42905350",3
"5870","12073633","48722701",9
"5871","12073633","19586550",5
"5872","12073633","43081089",21
"5873","12073633","40853455",19
"5874","12073633","47680474",13
"5875","12073633","47270941",3
"5876","12073633","45928500",10
"5877","12073633","48885404",3
"5878","12073633","48884931",3
"5879","12073668","12510001",4
"5880","12073668","12105964",4
"5881","12073668","14582560",4
"5882","12073668","12164358",5
"5883","12073668","12166291",9
"5884","12073668","14809524",7
"5885","12073668","12157945",3
"5886","12073668","35231281",3
"5887","12073668","48302322",4
"5888","12073668","40269249",4
"5889","12073710","25882323",11
"5890","12073710","29555929",5
"5891","12073710","47795794",3
"5892","12073710","47389300",9
"5893","12073710","43083109",6
"5894","12073710","14407779",3
"5895","12073710","49869007",5
"5896","12076191","32028024",3
"5897","12076191","48979669",4
"5898","12076191","12418131",3
"5899","12076191","47615800",3
"5900","12076191","43521628",3
"5901","12076191","19429665",6
"5902","12076191","43573151",5
"5903","12077001","12163189",5
"5904","12077001","19807910",3
"5905","12077001","47791757",4
"5906","12077001","38335369",3
"5907","12077001","12430225",3
"5908","12077001","12538881",3
"5909","12077001","12430973",4
"5910","12077001","12163751",7
"5911","12077001","14844007",4
"5912","12077001","22342765",3
"5913","12077001","12165967",3
"5914","12077001","32170418",3
"5915","12077001","25371636",4
"5916","12077001","21134918",3
"5917","12077001","22336076",4
"5918","12077001","42245615",3
"5919","12077001","47039951",3
"5920","12077001","49507353",3
"5921","12081355","12237103",3
"5922","12084627","12237289",3
"5923","12084627","44105293",4
"5924","12084627","47192360",3
"5925","12084627","31776988",3
"5926","12084627","48200247",3
"5927","12084627","12164541",3
"5928","12084627","31678606",3
"5929","12084627","47681874",4
"5930","12085166","12163483",7
"5931","12085166","47719213",9
"5932","12085873","25529504",29
"5933","12088562","12418583",4
"5934","12088562","12237987",3
"5935","12088562","14849855",3
"5936","12090547","47039951",11
"5937","12090547","19595528",9
"5938","12090547","23028488",3
"5939","12090547","12197762",19
"5940","12090547","19595892",5
"5941","12090547","33077065",11
"5942","12090547","19831650",3
"5943","12090547","14849513",3
"5944","12090547","14683314",3
"5945","12090547","39780083",5
"5946","12090547","24610106",4
"5947","12090629","40853433",27
"5948","12090629","19799121",13
"5949","12090629","44102455",11
"5950","12090629","40853899",5
"5951","12090629","47161796",5
"5952","12090629","45329978",3
"5953","12090629","46437518",3
"5954","12092759","46895121",46
"5955","12092759","37712694",5
"5956","12092759","40159364",7
"5957","12092871","37619542",8
"5958","12092871","43082791",15
"5959","12092871","18863442",16
"5960","12092871","32374638",3
"5961","12092871","19131543",9
"5962","12092871","45165654",11
"5963","12092871","29555810",11
"5964","12092871","45328713",6
"5965","12092871","14298316",4
"5966","12093106","23511336",3
"5967","12093106","23640435",3
"5968","12093428","24623198",3
"5969","12093428","47832735",3
"5970","12093428","30420037",3
"5971","12094096","32020564",4
"5972","12096035","38366991",5
"5973","12096035","33561006",5
"5974","12098573","12538421",3
"5975","12105964","47287881",3
"5976","12105964","40269249",22
"5977","12105964","48302322",22
"5978","12105964","14582560",29
"5979","12105964","12164892",4
"5980","12105964","14809524",3
"5981","12105964","36879429",3
"5982","12106664","23044898",3
"5983","12106664","18863363",3
"5984","12109627","21950638",11
"5985","12110771","48677648",13
"5986","12110771","49236449",17
"5987","12110771","48366698",9
"5988","12110771","48676210",12
"5989","12110771","37712694",3
"5990","12110771","27017058",4
"5991","12110811","13037236",4
"5992","12110811","47253337",3
"5993","12111003","24634753",68
"5994","12111003","14810045",6
"5995","12111003","48515361",3
"5996","12111003","14847352",5
"5997","12111003","21009447",6
"5998","12111003","23028739",9
"5999","12111003","33672277",46
"6000","12111003","40810746",4
"6001","12111003","47866910",17
"6002","12111003","45653970",6
"6003","12111003","48519486",6
"6004","12111003","41711070",3
"6005","12111003","46163837",11
"6006","12111003","14809223",3
"6007","12111003","42891141",4
"6008","12111003","46441985",13
"6009","12111003","47253610",7
"6010","12111003","22339513",3
"6011","12111003","36769468",3
"6012","12111798","14849695",6
"6013","12111798","22344022",14
"6014","12111798","29220948",3
"6015","12111798","32170418",3
"6016","12111798","21134918",3
"6017","12111798","12197881",10
"6018","12111798","39518737",4
"6019","12111798","21163158",6
"6020","12111798","47777923",4
"6021","12111798","48415195",5
"6022","12111798","13036401",7
"6023","12111798","12287069",4
"6024","12111798","25192838",3
"6025","12111798","49311008",3
"6026","12111798","31777187",7
"6027","12111798","14843728",4
"6028","12111798","44311754",4
"6029","12111798","47253428",3
"6030","12111798","22395134",4
"6031","12111798","33966717",3
"6032","12111798","48437600",3
"6033","12111798","49663738",8
"6034","12111798","47696554",5
"6035","12111798","22344878",6
"6036","12111798","38230627",3
"6037","12111798","47253247",3
"6038","12111798","12164294",3
"6039","12111798","14804538",3
"6040","12112046","37712694",4
"6041","12113809","48272491",45
"6042","12114423","12388350",9
"6043","12114423","47675241",4
"6044","12114423","48795770",4
"6045","12114423","12510041",7
"6046","12114423","24289380",3
"6047","12114423","21935297",3
"6048","12114423","46035160",3
"6049","12114423","14808640",4
"6050","12114423","45923174",3
"6051","12114423","32021603",4
"6052","12114423","14809628",3
"6053","12114423","12128792",3
"6054","12114423","48923136",3
"6055","12128278","48943018",8
"6056","12128278","41467325",5
"6057","12128511","49524853",5
"6058","12128792","14809195",5
"6059","12128792","49870432",3
"6060","12128792","31028304",3
"6061","12129436","12176469",376
"6062","12129436","14407608",4
"6063","12129436","35201942",183
"6064","12129436","47253337",5
"6065","12129436","48754569",6
"6066","12129436","44099643",4
"6067","12129436","47674228",3
"6068","12129436","38335913",4
"6069","12129436","41730001",5
"6070","12129436","34482176",5
"6071","12129436","31006189",6
"6072","12129436","12162765",3
"6073","12129436","48214984",8
"6074","12129436","13037236",10
"6075","12129436","47928770",3
"6076","12129436","47679061",8
"6077","12129436","31777051",3
"6078","12129436","49370498",5
"6079","12129436","48672499",4
"6080","12129436","47680171",3
"6081","12129889","26054333",3
"6082","12130455","29555739",3
"6083","12130455","38366991",7
"6084","12130455","47649802",10
"6085","12130455","22339299",3
"6086","12130455","33561006",4
"6087","12130455","24631462",3
"6088","12130455","19131738",3
"6089","12131222","42060507",3
"6090","12131222","48372259",3
"6091","12131399","40161693",29
"6092","12131399","48681252",19
"6093","12131399","42888271",25
"6094","12131399","49769516",17
"6095","12131399","18863442",7
"6096","12131399","12162765",3
"6097","12131399","37746340",6
"6098","12131399","47683228",3
"6099","12131577","47678579",4
"6100","12131577","48395233",3
"6101","12131577","30420037",5
"6102","12131577","14809619",39
"6103","12131577","14850172",7
"6104","12131577","46257582",4
"6105","12131577","46797318",4
"6106","12131577","12197961",5
"6107","12131577","38464198",6
"6108","12131577","47523216",3
"6109","12131577","43603650",3
"6110","12131577","46486900",4
"6111","12131577","12237135",7
"6112","12131577","47867059",4
"6113","12131577","47918377",3
"6114","12131577","24607594",4
"6115","12131577","40028964",3
"6116","12131577","45747298",3
"6117","12131577","40988207",3
"6118","12131654","48340240",3
"6119","12132186","12559462",7
"6120","12132186","44208154",4
"6121","12132186","13036037",5
"6122","12132186","12510001",5
"6123","12132186","12412861",3
"6124","12133345","12145016",5
"6125","12133345","12164603",5
"6126","12133345","12430367",6
"6127","12133345","38335947",4
"6128","12133345","43537780",5
"6129","12133345","44683141",3
"6130","12133345","49711292",3
"6131","12133345","12165967",3
"6132","12133345","47683250",3
"6133","12136140","46584005",5
"6134","12136140","48018271",4
"6135","12139921","22370396",3
"6136","12140299","12244257",6
"6137","12143513","12293190",7
"6138","12143707","14850251",8
"6139","12143707","40267578",6
"6140","12143707","42059933",3
"6141","12143707","47641781",4
"6142","12143707","48396644",4
"6143","12144185","42243787",3
"6144","12144812","12197961",5
"6145","12144812","14811427",54
"6146","12144812","48761401",19
"6147","12144812","42059505",3
"6148","12145016","38335947",15
"6149","12145016","49339626",5
"6150","12145016","42059124",3
"6151","12145016","12164603",6
"6152","12145016","12430367",11
"6153","12145016","43537780",10
"6154","12145016","48861036",8
"6155","12145016","38358978",3
"6156","12145016","44683141",3
"6157","12145632","48304417",34
"6158","12145632","46081726",4
"6159","12145632","24607497",3
"6160","12145632","12285395",5
"6161","12146107","23167688",3
"6162","12146107","46872683",4
"6163","12147599","46008520",5
"6164","12148119","14683314",5
"6165","12148119","37833760",46
"6166","12148119","15265595",3
"6167","12148119","31006545",9
"6168","12148119","48135861",12
"6169","12148119","39780083",5
"6170","12148119","33077065",6
"6171","12148119","19595528",4
"6172","12148119","47039951",8
"6173","12148119","12163714",3
"6174","12148119","47919232",3
"6175","12148810","40387400",5
"6176","12148810","32234087",3
"6177","12148810","44692116",4
"6178","12148810","43531104",6
"6179","12148810","14810192",5
"6180","12148810","47787757",5
"6181","12148810","22351689",3
"6182","12152961","47400977",3
"6183","12152961","47673378",8
"6184","12152961","49357477",3
"6185","12152961","45924983",5
"6186","12152961","47129226",5
"6187","12157945","14809524",4
"6188","12157945","49212554",40
"6189","12157945","12268418",9
"6190","12157945","36879429",7
"6191","12157945","40269249",4
"6192","12157945","35231281",34
"6193","12157945","48302322",3
"6194","12159951","18475211",22
"6195","12159951","45212724",50
"6196","12159951","46877784",3
"6197","12159951","47375557",4
"6198","12159951","12163274",5
"6199","12159951","33687020",5
"6200","12159951","20203317",4
"6201","12159951","23167611",3
"6202","12159951","27612253",18
"6203","12159951","47809249",3
"6204","12159951","46893729",3
"6205","12159951","42072460",4
"6206","12159951","13035974",5
"6207","12159951","48388483",3
